parcelid xcoord_p ycoord_p sqft_p taz_p lutype_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp hh_1 stugrd_1 stuhgh_1 stuuni_1 empedu_1 empfoo_1 empgov_1 empind_1 empmed_1 empofc_1 empret_1 empsvc_1 empoth_1 emptot_1 parkdy_1 parkhr_1 ppricdy1 pprichr1 nodes1_1 nodes3_1 nodes4_1 tstops_1 nparks_1 aparks_1 hh_2 stugrd_2 stuhgh_2 stuuni_2 empedu_2 empfoo_2 empgov_2 empind_2 empmed_2 empofc_2 empret_2 empsvc_2 empoth_2 emptot_2 parkdy_2 parkhr_2 ppricdy2 pprichr2 nodes1_2 nodes3_2 nodes4_2 tstops_2 nparks_2 aparks_2 dist_lbus dist_ebus dist_crt dist_fry dist_lrt dist_park
2260 2159898 254722 1328090 380 8 28.00 0.00 0.00 0.00 0.00 10.00 0.00 2.00 0.00 4.00 0.00 8.00 10.00 34.00 0.00 0.00 0.00 0.00 74.14 1.13 32.96 0.00 6.20 45.32 0.85 4.17 0.41 7.94 15.22 13.04 13.37 106.50 0.00 0.00 0.00 0.00 1.10 9.58 5.24 0.00 88.09 41786 342.07 37.07 180.38 0.00 40.58 113.05 7.20 14.82 7.24 18.73 35.70 28.82 19.19 285.33 0.00 0.00 0.00 0.00 8.31 36.52 7.50 0.00 397.26 46031 3.34 999.00 999.00 999.00 999.00 0.03
2261 2157173 255296 435645 404 5 20.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 62.86 0.01 2.63 0.00 0.49 0.93 0.05 0.13 0.17 0.43 0.28 0.34 0.36 3.18 0.00 0.00 0.00 0.00 3.46 10.54 0.23 0.00 98.20 49811 217.68 2.87 60.31 0.00 11.87 27.86 2.49 6.86 4.81 9.50 8.16 8.63 6.77 86.96 0.00 0.00 0.00 0.00 10.78 27.24 2.50 0.00 342.23 50918 4.12 999.00 999.00 999.00 999.00 0.00
2262 2156241 251309 542445 379 7 27.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 181.75 0.00 0.01 0.00 2.43 35.71 4.93 3.34 31.06 6.32 11.13 29.11 3.75 127.79 0.00 0.00 0.00 0.00 1.43 16.38 1.98 0.00 103.77 43617 407.32 0.73 4.35 0.00 6.20 125.14 15.57 103.96 34.33 28.92 48.97 47.73 17.65 428.47 0.00 0.00 0.00 0.00 7.81 40.38 6.70 0.00 391.12 45797 3.37 999.00 999.00 999.00 999.00 0.02
2263 2233284 253519 793448 548 7 33.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 56.53 0.04 0.02 0.00 0.01 0.01 0.00 0.07 0.03 0.29 0.05 0.02 0.01 0.48 0.00 0.00 0.00 0.00 2.57 6.49 0.01 0.00 62.15 46192 182.40 2.34 1.63 0.00 0.46 0.78 0.14 2.25 1.11 14.31 2.54 0.80 0.60 22.98 0.00 0.00 0.00 0.00 10.06 21.39 0.50 0.00 216.60 48914 3.38 999.00 999.00 999.00 999.00 0.01
2264 2235394 250035 308168 558 3 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 154.40 0.04 0.06 0.00 0.01 0.01 0.00 0.00 0.00 1.60 4.76 0.00 0.00 6.40 0.00 0.00 0.00 0.00 4.02 15.74 2.07 0.00 100.86 39475 385.38 10.20 17.31 0.00 3.83 1.25 0.00 0.47 0.88 10.55 14.99 0.71 0.90 33.59 0.00 0.00 0.00 0.00 15.52 46.37 2.88 0.00 347.31 44978 3.38 999.00 999.00 999.00 999.00 0.05
2265 2216419 244137 584946 691 8 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 41.18 0.00 0.00 0.00 0.00 0.38 0.00 0.04 0.35 0.11 0.32 1.48 0.06 2.74 0.00 0.00 0.00 0.00 1.71 4.93 0.04 0.04 168.91 60629 279.16 1.79 0.00 0.00 0.72 23.65 0.23 3.20 32.65 16.45 23.15 15.86 4.73 120.65 0.00 0.00 0.00 0.00 7.88 19.07 1.38 1.61 336.73 57460 1.06 999.00 999.00 999.00 999.00 0.03
2266 2196481 258704 151741 431 6 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 284.18 0.29 1.26 0.00 0.82 6.07 1.86 21.45 33.67 4.48 5.39 10.20 11.77 95.72 0.00 0.00 0.00 0.00 4.69 31.51 6.39 16.37 122.89 43164 1150.67 30.85 63.63 0.00 25.14 26.71 8.75 66.24 124.38 29.65 34.74 50.61 41.23 407.45 0.00 0.00 0.00 0.00 20.54 106.35 17.41 38.21 505.72 46120 0.01 999.00 999.00 999.00 999.00 0.00
2267 2223771 281038 5756604 439 6 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.12 0.01 0.00 0.00 0.00 0.00 0.03 0.20 0.00 0.00 0.01 0.00 0.00 0.24 0.00 0.00 0.00 0.00 0.87 3.54 1.20 0.00 175.05 59856 21.77 7.31 4.97 0.00 1.65 0.71 4.34 31.72 0.99 1.08 1.78 0.72 0.57 43.57 0.00 0.00 0.00 0.00 3.67 12.58 3.12 0.10 494.10 57707 1.72 999.00 999.00 999.00 999.00 0.00
2268 2212216 258933 58485 866 3 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 74.73 0.02 0.00 177.77 59.81 13.29 0.15 50.80 57.50 109.81 16.04 24.83 1.41 333.64 0.00 0.00 0.00 0.00 2.23 10.15 4.11 1.58 81.18 42383 325.65 7.03 0.99 392.53 137.94 44.21 4.93 486.85 261.73 553.51 145.96 120.28 22.23 1777.66 0.00 0.00 0.00 0.00 8.47 34.97 9.84 5.52 234.60 40711 0.21 999.00 999.00 999.00 999.00 0.03
2269 2202475 276094 264280 901 8 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.21 0.10 0.00 0.00 0.01 0.12 0.00 0.35 0.49 0.19 0.13 0.10 0.04 1.42 0.00 0.00 0.00 0.00 0.02 1.09 0.03 0.03 1.34 38084 40.60 12.97 0.04 0.00 1.96 10.45 0.31 23.29 17.05 19.12 9.92 6.53 4.18 92.80 0.00 0.00 0.00 0.00 1.07 8.36 1.17 0.89 41.88 40059 0.97 999.00 999.00 999.00 999.00 0.70
2270 2208142 271023 4954 446 3 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 88.13 0.13 0.01 0.00 0.15 1.52 2.21 73.25 6.44 42.30 22.20 12.07 16.45 176.58 0.00 0.00 0.00 0.00 1.72 14.81 6.47 0.07 40.68 29787 524.87 17.68 1.15 0.00 4.90 40.72 35.94 552.00 70.29 424.65 180.08 68.00 127.16 1503.73 0.00 0.00 0.00 0.00 10.20 51.41 12.99 1.99 257.56 34573 0.91 999.00 999.00 999.00 999.00 0.08
2271 2240813 279087 1784516 817 3 52.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 108.75 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.13 5.00 1.59 0.00 0.53 9.26 0.00 0.00 0.00 0.00 4.72 6.40 0.00 0.00 146.09 54994 182.41 0.00 2.02 0.00 0.28 1.01 0.00 0.64 6.22 6.01 4.68 0.39 1.20 20.43 0.00 0.00 0.00 0.00 8.19 11.63 0.23 0.00 302.45 53985 4.41 999.00 999.00 999.00 999.00 0.00
2272 2192132 265904 140875 334 6 6.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 148.56 92.15 0.01 0.00 17.96 15.00 2.46 23.18 13.71 11.20 12.25 20.97 19.34 136.06 0.00 0.00 0.00 0.00 3.81 19.23 7.46 9.50 58.51 30459 669.13 334.14 3.53 0.00 98.64 28.16 13.78 206.63 121.48 62.96 76.43 68.27 81.77 758.13 0.00 0.00 0.00 0.00 10.59 76.92 28.10 35.71 259.25 37585 0.19 999.00 999.00 999.00 999.00 0.01
2273 2208012 270369 1209681 446 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.00 0.00 37.00 35.00 23.00 0.00 103.00 0.00 0.00 0.00 0.00 36.17 0.00 0.00 0.00 0.02 0.07 0.02 20.31 0.38 39.56 38.40 23.37 0.66 122.79 0.00 0.00 0.00 0.00 0.53 1.50 0.18 0.02 8.14 30358 148.98 0.55 0.11 0.30 1.12 5.15 3.74 240.02 16.96 163.37 91.30 40.36 34.44 596.46 0.00 0.00 0.00 0.00 2.76 7.18 1.95 0.85 55.39 31119 0.91 999.00 999.00 999.00 999.00 0.08
2274 2214328 257437 5852404 866 0 16.00 0.00 0.00 448.00 149.00 11.00 0.00 0.00 95.00 177.00 28.00 35.00 0.00 495.00 0.00 0.00 0.00 0.00 65.51 0.00 0.00 448.00 149.08 16.61 0.02 5.59 97.23 181.40 28.58 36.25 0.15 514.91 0.00 0.00 0.00 0.00 1.88 6.35 2.49 0.22 63.07 46545 173.91 2.30 0.16 448.00 151.62 27.86 1.64 178.00 162.17 322.98 71.11 68.11 7.60 991.11 0.00 0.00 0.00 0.00 4.99 18.31 5.58 2.29 139.68 42724 0.58 999.00 999.00 999.00 999.00 0.00
2275 2215956 258534 750299 865 0 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 35.00 0.00 2.00 0.00 0.00 37.00 0.00 0.00 0.00 0.00 216.15 0.08 3.75 0.00 2.83 29.11 11.14 23.31 87.01 41.81 52.56 36.38 1.81 285.96 0.00 0.00 0.00 0.00 3.26 12.95 1.72 4.91 85.90 43136 660.31 19.60 24.70 1.84 25.22 298.89 20.58 108.96 315.62 453.34 324.67 160.50 21.98 1729.76 0.00 0.00 0.00 0.00 15.50 49.74 6.79 14.05 302.48 41176 0.18 999.00 999.00 999.00 999.00 0.03
2276 2211939 261938 3499719 475 9 0.00 0.00 0.00 0.00 0.00 10.00 0.00 326.00 74.00 232.00 28.00 62.00 0.00 732.00 0.00 0.00 0.00 0.00 3.33 0.00 0.00 0.02 0.04 36.10 0.81 370.69 79.64 324.74 134.34 67.26 5.32 1018.94 0.00 0.00 0.00 0.00 0.61 3.47 3.77 0.77 17.91 34273 132.69 1.12 2.39 6.94 4.76 63.28 8.89 785.45 164.06 521.89 493.52 133.91 46.94 2222.70 0.00 0.00 0.00 0.00 5.21 18.87 8.24 4.04 139.88 38985 0.41 999.00 999.00 999.00 999.00 0.10
2277 2217503 256907 2283330 763 8 51.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 78.73 0.03 0.01 0.00 0.18 13.65 0.39 2.40 11.05 14.91 15.56 4.35 0.73 63.22 0.00 0.00 0.00 0.00 1.89 3.15 0.13 0.23 41.08 44598 324.66 14.74 2.71 0.43 8.89 179.68 5.14 33.24 177.81 240.84 175.50 63.98 19.19 904.27 0.00 0.00 0.00 0.00 8.41 23.19 3.17 4.44 159.87 40039 0.81 999.00 999.00 999.00 999.00 0.02
2278 2214189 252380 245194 765 5 69.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 116.20 0.18 0.00 0.00 0.11 0.26 0.05 0.78 0.62 19.69 3.49 1.55 0.38 26.94 0.00 0.00 0.00 0.00 4.78 6.30 1.59 0.04 36.60 30642 391.20 20.69 0.08 0.36 7.32 23.44 3.35 30.88 36.68 377.52 97.83 41.45 19.11 637.56 0.00 0.00 0.00 0.00 9.81 27.96 4.65 2.28 155.07 34497 0.96 999.00 999.00 999.00 999.00 0.01
2279 2218308 251850 8875276 764 3 555.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 826.00 57.00 4.00 72.00 5.00 970.00 0.00 0.00 0.00 0.00 608.21 0.44 0.00 0.00 1.04 3.94 0.00 6.16 833.02 60.57 7.28 76.19 5.84 994.05 0.00 0.00 0.00 0.00 1.60 4.62 0.90 0.05 33.86 29835 823.60 47.41 0.08 0.00 13.74 146.73 0.82 19.07 942.46 206.01 151.08 101.11 30.88 1611.89 0.00 0.00 0.00 0.00 7.74 27.02 5.61 1.95 149.90 33423 0.86 999.00 999.00 999.00 999.00 0.02
2280 2218716 254134 223833 764 8 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 229.21 6.69 0.00 0.00 10.94 49.48 0.10 3.86 216.86 44.56 41.29 24.26 12.44 403.78 0.00 0.00 0.00 0.00 2.98 17.66 4.94 0.71 109.14 33719 884.56 175.86 0.90 0.69 42.03 530.69 3.50 57.25 896.06 588.66 536.45 132.12 94.01 2880.77 0.00 0.00 0.00 0.00 16.64 64.20 12.15 6.23 326.77 34763 0.42 999.00 999.00 999.00 999.00 0.00
2281 2198679 251504 289684 452 9 17.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 405.09 11.81 2.48 0.03 2.57 11.86 0.48 6.29 15.43 10.96 12.50 37.38 0.68 98.15 0.00 0.00 0.00 0.00 3.93 36.66 10.59 2.16 126.93 36979 1459.68 219.25 96.15 8.81 55.19 119.80 16.97 39.65 132.56 103.19 113.21 119.13 11.12 710.83 0.00 0.00 0.00 0.00 15.25 121.86 33.23 16.47 467.25 37479 0.48 999.00 999.00 999.00 999.00 0.01
2282 2198283 249329 349502 461 1 6.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 16.00 3.00 12.00 0.00 0.00 41.00 0.00 0.00 0.00 0.00 397.22 131.45 3.62 0.25 24.53 52.64 2.90 26.53 65.06 60.00 31.00 54.65 2.73 320.05 0.00 0.00 0.00 0.00 1.55 33.08 15.14 10.73 114.66 28511 1502.55 557.41 67.63 24.49 110.98 221.91 40.09 76.03 181.67 222.53 152.53 190.78 21.50 1218.01 0.00 0.00 0.00 0.00 12.97 123.93 42.53 24.00 442.14 32598 0.08 999.00 999.00 999.00 999.00 0.02
2283 2200914 251683 241442 465 4 15.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 455.38 14.14 112.95 0.09 21.23 6.95 1.86 1.77 3.74 3.71 2.73 6.64 1.43 50.07 0.00 0.00 0.00 0.00 2.64 31.05 10.74 0.44 150.77 39532 1276.87 212.83 440.14 14.97 111.92 110.46 28.29 37.98 71.12 94.41 71.63 71.48 9.49 606.80 0.00 0.00 0.00 0.00 12.89 95.07 30.37 8.33 497.11 39700 0.74 999.00 999.00 999.00 999.00 0.01
2284 2208645 251669 217584 694 4 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 28.00 2.00 0.00 31.00 0.00 0.00 0.00 0.00 265.52 8.71 0.01 0.11 5.76 31.41 12.85 153.87 95.63 191.15 437.76 69.71 37.16 1035.30 0.00 0.00 0.00 0.00 2.83 25.87 5.06 15.52 105.12 28763 783.76 128.82 1.98 18.11 39.98 170.51 60.35 404.22 246.50 750.12 856.47 201.37 150.04 2879.57 0.00 0.00 0.00 0.00 10.79 65.37 11.94 26.35 393.76 34860 0.03 999.00 999.00 999.00 999.00 0.00
2285 2209030 251532 237907 694 9 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 235.94 10.02 0.00 0.06 5.90 21.60 9.93 127.78 82.18 169.66 322.57 66.03 32.82 838.46 0.00 0.00 0.00 0.00 2.70 24.98 4.95 13.88 84.16 27761 778.02 135.54 1.42 13.16 41.62 145.66 53.13 391.76 239.43 765.05 840.60 202.70 149.36 2829.32 0.00 0.00 0.00 0.00 10.55 63.89 11.28 24.79 361.52 34416 0.04 999.00 999.00 999.00 999.00 0.05
2286 2208388 250568 471061 694 1 20.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 262.44 1.02 0.01 0.16 6.36 54.04 5.77 43.51 27.33 106.25 368.19 62.03 12.17 685.67 0.00 0.00 0.00 0.00 1.41 22.32 4.44 8.71 111.47 34277 746.87 50.99 2.33 20.05 28.59 214.36 52.14 249.64 156.27 637.99 741.94 202.65 88.67 2372.27 0.00 0.00 0.00 0.00 8.19 63.08 10.74 21.55 373.22 36998 0.19 999.00 999.00 999.00 999.00 0.03
2287 2213402 240963 933296 27 9 13.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 6.00 0.00 0.00 0.00 8.00 0.00 0.00 0.00 0.00 224.93 0.00 0.00 0.00 0.00 0.03 0.00 3.20 0.05 8.94 1.86 2.82 6.88 23.77 0.00 0.00 0.00 0.00 1.88 10.58 0.06 0.00 102.31 55353 464.05 0.96 0.00 0.00 0.21 7.13 0.02 16.23 1.42 33.89 32.74 8.94 25.36 125.94 0.00 0.00 0.00 0.00 8.63 30.48 1.21 0.00 301.69 50714 3.78 999.00 999.00 999.00 999.00 0.00
2288 2204131 247381 378933 717 9 0.00 0.00 0.00 0.00 0.00 0.00 13.00 2.00 35.00 77.00 6.00 20.00 0.00 153.00 0.00 0.00 0.00 0.00 92.23 13.21 18.55 245.08 23.27 210.65 186.31 199.03 256.36 668.27 222.58 84.19 15.91 1866.56 0.00 0.00 0.00 0.00 2.47 19.34 3.41 12.49 53.49 37362 574.65 119.99 59.92 508.41 67.37 476.17 431.56 296.51 447.64 1463.04 633.66 209.12 45.43 4070.51 0.00 0.00 0.00 0.00 7.68 59.13 15.05 26.72 279.98 38185 0.04 999.00 999.00 999.00 999.00 0.21
2289 2161523 240673 773510 148 0 23.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 104.79 2.18 0.00 0.00 1.04 3.06 13.55 1.99 0.41 29.81 1.58 17.08 0.01 68.51 0.00 0.00 0.00 0.00 3.32 26.27 2.80 0.00 202.94 57624 349.68 37.55 0.00 3.43 11.82 10.72 44.16 7.67 2.45 107.56 6.85 104.59 0.25 296.08 0.00 0.00 0.00 0.00 11.76 67.22 10.04 0.00 582.97 57940 3.23 999.00 999.00 999.00 999.00 0.01
2290 2162865 237763 1306698 195 5 21.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 49.77 0.07 0.00 0.00 0.03 0.23 0.27 0.04 0.06 0.40 0.13 7.81 0.01 8.98 0.00 0.00 0.00 0.00 1.17 4.51 1.77 0.00 47.56 60866 204.54 8.46 0.00 1.72 2.71 6.76 8.45 1.46 1.76 11.12 3.63 57.19 0.49 93.57 0.00 0.00 0.00 0.00 4.67 30.56 5.78 0.00 247.88 58976 3.26 999.00 999.00 999.00 999.00 0.01
2291 2161863 287647 564717 401 3 12.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 475.83 0.00 0.00 0.00 0.00 5.30 0.02 14.30 51.80 7.85 6.72 67.56 15.02 168.58 0.00 0.00 0.00 0.00 2.18 17.45 7.31 0.00 148.83 56615 817.81 0.46 0.00 0.00 0.14 10.74 3.54 24.80 159.85 24.49 23.48 98.64 23.57 369.24 0.00 0.00 0.00 0.00 8.89 48.38 15.32 0.00 531.12 57909 5.86 999.00 999.00 999.00 999.00 0.00
2292 2164910 242804 233593 148 1 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 134.37 156.29 0.00 0.00 35.64 0.97 4.28 1.66 0.76 6.96 2.76 24.11 0.00 77.14 0.00 0.00 0.00 0.00 4.58 22.53 4.14 0.00 115.41 50677 349.47 168.15 0.00 0.00 40.26 6.58 27.92 11.52 2.26 58.56 6.71 89.57 0.12 243.48 0.00 0.00 0.00 0.00 11.03 61.25 10.29 0.00 411.43 54926 2.98 999.00 999.00 999.00 999.00 0.00
2293 2183064 325369 398912 528 8 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.69 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.00 0.00 0.00 0.04 0.00 0.00 0.00 0.00 0.03 1.17 0.00 0.00 164.69 62430 14.34 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.54 0.05 0.00 0.19 0.77 0.00 0.00 0.00 0.00 0.61 2.46 0.00 0.00 496.59 62008 9.01 999.00 999.00 999.00 999.00 0.00
2294 2165991 248618 495803 147 5 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 12.43 0.00 0.00 0.00 0.05 0.00 0.00 0.07 0.00 0.36 4.27 0.00 0.09 4.84 0.00 0.00 0.00 0.00 2.03 3.89 0.01 0.00 54.27 62450 36.55 1.20 0.00 0.00 1.14 0.18 0.44 1.02 0.09 3.63 5.90 0.95 0.52 13.88 0.00 0.00 0.00 0.00 2.85 8.31 0.39 0.02 153.57 61645 2.55 999.00 999.00 999.00 999.00 0.01
2295 2180760 285009 599964 386 8 45.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 301.44 0.08 1.88 0.00 0.32 46.29 2.90 15.17 23.27 80.80 99.96 38.69 6.12 313.52 0.00 0.00 0.00 0.00 2.28 19.06 7.11 0.00 74.90 35000 1024.70 15.30 90.40 0.00 16.62 82.75 15.96 37.37 66.23 181.80 210.91 109.38 36.66 757.68 0.00 0.00 0.00 0.00 14.37 71.51 17.96 0.32 380.13 41928 1.82 999.00 999.00 999.00 999.00 0.17
2296 2180402 283850 549807 386 2 24.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 379.17 0.03 0.34 0.00 0.07 40.82 3.69 20.11 15.93 60.92 39.65 24.23 11.11 216.54 0.00 0.00 0.00 0.00 1.34 19.38 5.76 0.00 94.41 36749 1096.97 11.33 39.71 0.00 8.70 75.21 21.09 36.04 43.91 150.71 139.46 84.60 36.14 595.85 0.00 0.00 0.00 0.00 11.53 71.55 16.08 0.68 400.48 43110 1.47 999.00 999.00 999.00 999.00 0.04
2297 2169356 292023 4366623 400 4 65.00 0.00 0.00 0.00 4.00 0.00 0.00 5.00 13.00 77.00 0.00 16.00 0.00 115.00 0.00 0.00 0.00 0.00 74.71 0.14 0.00 0.00 4.04 0.57 0.48 5.24 13.71 77.66 0.84 16.56 0.03 119.14 0.00 0.00 0.00 0.00 1.24 2.04 0.19 0.00 28.54 52200 233.04 18.08 0.00 0.00 7.38 16.30 14.87 12.95 26.16 94.74 24.00 29.76 1.67 227.83 0.00 0.00 0.00 0.00 5.69 18.33 2.98 0.00 199.54 53567 5.07 999.00 999.00 999.00 999.00 0.00
2298 2169274 289136 1595316 400 5 26.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.06 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.07 0.03 0.12 0.02 0.01 0.26 0.00 0.00 0.00 0.00 0.00 1.30 0.02 0.00 19.89 62324 94.85 0.00 0.00 0.00 0.03 0.16 0.97 0.90 2.89 1.95 2.22 3.13 0.49 12.73 0.00 0.00 0.00 0.00 0.33 6.41 1.05 0.00 88.14 60729 4.78 999.00 999.00 999.00 999.00 0.00
2299 2171364 292244 340148 511 2 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 47.23 0.15 0.00 0.00 0.11 10.74 0.52 2.13 3.67 10.10 29.68 1.84 0.03 58.82 0.00 0.00 0.00 0.00 2.48 3.82 1.54 0.00 102.69 53601 207.49 20.17 0.00 0.00 4.71 44.07 15.45 13.77 17.49 54.35 92.69 13.42 1.88 257.82 0.00 0.00 0.00 0.00 8.28 18.32 4.14 0.00 357.52 55633 4.84 999.00 999.00 999.00 999.00 0.00
2300 2150511 285705 1563807 251 2 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 37.54 46571 0.43 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 132.56 46213 7.78 999.00 999.00 999.00 999.00 0.00
2301 2158535 265150 28809446 251 4 60.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 0.00 68.65 0.04 0.00 0.00 0.02 0.01 0.00 0.00 0.00 6.13 0.00 0.53 0.00 6.69 0.00 0.00 0.00 0.00 1.14 1.41 0.00 0.00 86.90 60236 110.20 7.41 0.26 0.00 1.63 0.24 0.00 0.01 0.00 9.35 0.07 2.32 0.01 13.63 0.00 0.00 0.00 0.00 3.24 7.22 0.05 0.00 289.77 57452 4.23 999.00 999.00 999.00 999.00 0.00
2302 2169212 280214 407307 389 5 10.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 133.10 24.10 0.05 0.00 4.73 51.23 2.31 83.76 11.55 40.49 106.36 22.15 9.23 331.81 0.00 0.00 0.00 0.00 1.85 17.37 0.00 0.00 105.13 42794 499.27 205.14 15.81 0.00 44.41 126.80 9.25 361.50 48.26 85.48 261.07 51.77 15.97 1004.50 0.00 0.00 0.00 0.00 7.41 35.47 0.11 0.00 398.39 47861 2.99 999.00 999.00 999.00 999.00 0.03
2303 2177019 282880 4154986 387 6 77.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 201.37 0.00 0.06 0.00 0.01 3.72 8.44 2.66 0.94 6.00 5.29 1.69 1.87 30.62 0.00 0.00 0.00 0.00 1.87 11.89 1.81 0.00 78.73 46677 835.24 2.56 16.33 0.00 3.19 35.76 27.35 17.64 13.61 53.70 46.71 23.74 16.70 238.40 0.00 0.00 0.00 0.00 7.60 51.46 8.12 0.26 316.62 45481 1.82 999.00 999.00 999.00 999.00 0.00
